item_id,raw_name,drop_down_index,option_index,button_text,option_text,option_value,additional_options
835692,'Two Times' McCoy | TACP Cavalry,0,0,Applied Patches,All,,[]
34959,Galil AR | Stone Cold (Field-Tested),2,1,Name Tag,Renamed,1,[]
34959,Galil AR | Stone Cold (Field-Tested),2,2,Name Tag,None,0,[]
34959,Galil AR | Stone Cold (Field-Tested),3,0,Stickers,All,,[]
34959,Galil AR | Stone Cold (Field-Tested),3,1,Stickers,With stickers,non_empty,[]
34959,Galil AR | Stone Cold (Field-Tested),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
34959,Galil AR | Stone Cold (Field-Tested),3,3,Stickers,No stickers,empty,[]
34959,Galil AR | Stone Cold (Field-Tested),3,4,Stickers,Quad Combo,squad_combos,[]
34959,Galil AR | Stone Cold (Field-Tested),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
34959,Galil AR | Stone Cold (Field-Tested),3,6,Stickers,Customize,custom,[]
34959,Galil AR | Stone Cold (Field-Tested),4,0,Default,Default,default,[]
34959,Galil AR | Stone Cold (Field-Tested),4,1,Default,Latest,created.desc,[]
34959,Galil AR | Stone Cold (Field-Tested),4,2,Default,Hot,heat.desc,[]
34959,Galil AR | Stone Cold (Field-Tested),4,3,Default,Price,price.asc,[]
34959,Galil AR | Stone Cold (Field-Tested),4,4,Default,Price,price.desc,[]
34959,Galil AR | Stone Cold (Field-Tested),4,5,Default,Float,paintwear.asc,[]
34959,Galil AR | Stone Cold (Field-Tested),4,6,Default,Float,paintwear.desc,[]
34959,Galil AR | Stone Cold (Field-Tested),4,7,Default,Sticker,sticker.desc,[]
34959,Galil AR | Stone Cold (Field-Tested),4,8,Default,Time cost,seller.asc,[]
763295,Galil AR | Signal (Well-Worn),0,0,Float Range,All,,[]
763295,Galil AR | Signal (Well-Worn),0,1,Float Range,0.38-0.39,0.38-0.39,[]
763295,Galil AR | Signal (Well-Worn),0,2,Float Range,0.39-0.40,0.39-0.40,[]
763295,Galil AR | Signal (Well-Worn),0,3,Float Range,0.40-0.41,0.40-0.41,[]
763295,Galil AR | Signal (Well-Worn),0,4,Float Range,0.41-0.42,0.41-0.42,[]
763295,Galil AR | Signal (Well-Worn),0,5,Float Range,0.42-0.45,0.42-0.45,[]
763295,Galil AR | Signal (Well-Worn),0,6,Float Range,Customize,,[]
763295,Galil AR | Signal (Well-Worn),2,0,Name Tag,All,,[]
763295,Galil AR | Signal (Well-Worn),2,1,Name Tag,Renamed,1,[]
763295,Galil AR | Signal (Well-Worn),2,2,Name Tag,None,0,[]
763295,Galil AR | Signal (Well-Worn),3,0,Stickers,All,,[]
763295,Galil AR | Signal (Well-Worn),3,1,Stickers,With stickers,non_empty,[]
763295,Galil AR | Signal (Well-Worn),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
763295,Galil AR | Signal (Well-Worn),3,3,Stickers,No stickers,empty,[]
763295,Galil AR | Signal (Well-Worn),3,4,Stickers,Quad Combo,squad_combos,[]
763295,Galil AR | Signal (Well-Worn),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
763295,Galil AR | Signal (Well-Worn),3,6,Stickers,Customize,custom,[]
763295,Galil AR | Signal (Well-Worn),4,0,Default,Default,default,[]
763295,Galil AR | Signal (Well-Worn),4,1,Default,Latest,created.desc,[]
763295,Galil AR | Signal (Well-Worn),4,2,Default,Hot,heat.desc,[]
763295,Galil AR | Signal (Well-Worn),4,3,Default,Price,price.asc,[]
763295,Galil AR | Signal (Well-Worn),4,4,Default,Price,price.desc,[]
763295,Galil AR | Signal (Well-Worn),4,5,Default,Float,paintwear.asc,[]
763295,Galil AR | Signal (Well-Worn),4,6,Default,Float,paintwear.desc,[]
763295,Galil AR | Signal (Well-Worn),4,7,Default,Sticker,sticker.desc,[]
763295,Galil AR | Signal (Well-Worn),4,8,Default,Time cost,seller.asc,[]
857534,AK-47 | Slate (Minimal Wear),0,0,Float Range,All,,[]
857534,AK-47 | Slate (Minimal Wear),0,1,Float Range,0.07-0.08,0.07-0.08,[]
857534,AK-47 | Slate (Minimal Wear),0,2,Float Range,0.08-0.09,0.08-0.09,[]
857534,AK-47 | Slate (Minimal Wear),0,3,Float Range,0.09-0.10,0.09-0.10,[]
857534,AK-47 | Slate (Minimal Wear),0,4,Float Range,0.10-0.11,0.10-0.11,[]
857534,AK-47 | Slate (Minimal Wear),0,5,Float Range,0.11-0.15,0.11-0.15,[]
857534,AK-47 | Slate (Minimal Wear),0,6,Float Range,Customize,,[]
857534,AK-47 | Slate (Minimal Wear),2,0,Name Tag,All,,[]
857534,AK-47 | Slate (Minimal Wear),2,1,Name Tag,Renamed,1,[]
857534,AK-47 | Slate (Minimal Wear),2,2,Name Tag,None,0,[]
857534,AK-47 | Slate (Minimal Wear),3,0,Stickers,All,,[]
857534,AK-47 | Slate (Minimal Wear),3,1,Stickers,With stickers,non_empty,[]
857534,AK-47 | Slate (Minimal Wear),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
857534,AK-47 | Slate (Minimal Wear),3,3,Stickers,No stickers,empty,[]
857534,AK-47 | Slate (Minimal Wear),3,4,Stickers,Quad Combo,squad_combos,[]
857534,AK-47 | Slate (Minimal Wear),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
857534,AK-47 | Slate (Minimal Wear),3,6,Stickers,Customize,custom,[]
857534,AK-47 | Slate (Minimal Wear),4,0,Default,Default,default,[]
857534,AK-47 | Slate (Minimal Wear),4,1,Default,Latest,created.desc,[]
857534,AK-47 | Slate (Minimal Wear),4,2,Default,Hot,heat.desc,[]
857534,AK-47 | Slate (Minimal Wear),4,3,Default,Price,price.asc,[]
857534,AK-47 | Slate (Minimal Wear),4,4,Default,Price,price.desc,[]
857534,AK-47 | Slate (Minimal Wear),4,5,Default,Float,paintwear.asc,[]
857534,AK-47 | Slate (Minimal Wear),4,6,Default,Float,paintwear.desc,[]
857534,AK-47 | Slate (Minimal Wear),4,7,Default,Sticker,sticker.desc,[]
857534,AK-47 | Slate (Minimal Wear),4,8,Default,Time cost,seller.asc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),0,0,Float Range,All,,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),0,1,Float Range,0.07-0.08,0.07-0.08,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),0,2,Float Range,0.08-0.09,0.08-0.09,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),0,3,Float Range,0.09-0.10,0.09-0.10,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),0,4,Float Range,0.10-0.11,0.10-0.11,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),0,5,Float Range,0.11-0.15,0.11-0.15,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),0,6,Float Range,Customize,,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),2,0,Name Tag,All,,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),2,1,Name Tag,Renamed,1,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),2,2,Name Tag,None,0,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),3,0,Stickers,All,,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),3,1,Stickers,With stickers,non_empty,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),3,3,Stickers,No stickers,empty,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),3,4,Stickers,Quad Combo,squad_combos,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),3,6,Stickers,Customize,custom,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,0,Default,Default,default,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,1,Default,Latest,created.desc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,2,Default,Hot,heat.desc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,3,Default,Price,price.asc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,4,Default,Price,price.desc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,5,Default,Float,paintwear.asc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,6,Default,Float,paintwear.desc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,7,Default,Sticker,sticker.desc,[]
34995,Glock-18 | Blue Fissure (Minimal Wear),4,8,Default,Time cost,seller.asc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),0,0,Float Range,All,,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),0,1,Float Range,0.38-0.39,0.38-0.39,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),0,2,Float Range,0.39-0.40,0.39-0.40,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),0,3,Float Range,0.40-0.41,0.40-0.41,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),0,4,Float Range,0.41-0.42,0.41-0.42,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),0,5,Float Range,0.42-0.45,0.42-0.45,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),0,6,Float Range,Customize,,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),2,0,Name Tag,All,,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),2,1,Name Tag,Renamed,1,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),2,2,Name Tag,None,0,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),3,0,Stickers,All,,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),3,1,Stickers,With stickers,non_empty,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),3,3,Stickers,No stickers,empty,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),3,4,Stickers,Quad Combo,squad_combos,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),3,6,Stickers,Customize,custom,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,0,Default,Default,default,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,1,Default,Latest,created.desc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,2,Default,Hot,heat.desc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,3,Default,Price,price.asc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,4,Default,Price,price.desc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,5,Default,Float,paintwear.asc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,6,Default,Float,paintwear.desc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,7,Default,Sticker,sticker.desc,[]
35005,Glock-18 | Bunsen Burner (Well-Worn),4,8,Default,Time cost,seller.asc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),0,0,Float Range,All,,[]
35008,Glock-18 | Candy Apple (Minimal Wear),0,1,Float Range,0.07-0.08,0.07-0.08,[]
35008,Glock-18 | Candy Apple (Minimal Wear),0,2,Float Range,0.08-0.09,0.08-0.09,[]
35008,Glock-18 | Candy Apple (Minimal Wear),0,3,Float Range,0.09-0.10,0.09-0.10,[]
35008,Glock-18 | Candy Apple (Minimal Wear),0,4,Float Range,0.10-0.11,0.10-0.11,[]
35008,Glock-18 | Candy Apple (Minimal Wear),0,5,Float Range,0.11-0.15,0.11-0.15,[]
35008,Glock-18 | Candy Apple (Minimal Wear),0,6,Float Range,Customize,,[]
35008,Glock-18 | Candy Apple (Minimal Wear),2,0,Name Tag,All,,[]
35008,Glock-18 | Candy Apple (Minimal Wear),2,1,Name Tag,Renamed,1,[]
35008,Glock-18 | Candy Apple (Minimal Wear),2,2,Name Tag,None,0,[]
35008,Glock-18 | Candy Apple (Minimal Wear),3,0,Stickers,All,,[]
35008,Glock-18 | Candy Apple (Minimal Wear),3,1,Stickers,With stickers,non_empty,[]
35008,Glock-18 | Candy Apple (Minimal Wear),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
35008,Glock-18 | Candy Apple (Minimal Wear),3,3,Stickers,No stickers,empty,[]
35008,Glock-18 | Candy Apple (Minimal Wear),3,4,Stickers,Quad Combo,squad_combos,[]
35008,Glock-18 | Candy Apple (Minimal Wear),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
35008,Glock-18 | Candy Apple (Minimal Wear),3,6,Stickers,Customize,custom,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,0,Default,Default,default,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,1,Default,Latest,created.desc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,2,Default,Hot,heat.desc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,3,Default,Price,price.asc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,4,Default,Price,price.desc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,5,Default,Float,paintwear.asc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,6,Default,Float,paintwear.desc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,7,Default,Sticker,sticker.desc,[]
35008,Glock-18 | Candy Apple (Minimal Wear),4,8,Default,Time cost,seller.asc,[]
35010,Glock-18 | Catacombs (Factory New),0,0,Float Range,All,,[]
35010,Glock-18 | Catacombs (Factory New),0,1,Float Range,0.00-0.01,0.00-0.01,[]
35010,Glock-18 | Catacombs (Factory New),0,2,Float Range,0.01-0.02,0.01-0.02,[]
35010,Glock-18 | Catacombs (Factory New),0,3,Float Range,0.02-0.03,0.02-0.03,[]
35010,Glock-18 | Catacombs (Factory New),0,4,Float Range,0.03-0.04,0.03-0.04,[]
35010,Glock-18 | Catacombs (Factory New),0,5,Float Range,0.04-0.07,0.04-0.07,[]
35010,Glock-18 | Catacombs (Factory New),0,6,Float Range,Customize,,[]
35010,Glock-18 | Catacombs (Factory New),2,0,Name Tag,All,,[]
35010,Glock-18 | Catacombs (Factory New),2,1,Name Tag,Renamed,1,[]
35010,Glock-18 | Catacombs (Factory New),2,2,Name Tag,None,0,[]
35010,Glock-18 | Catacombs (Factory New),3,0,Stickers,All,,[]
35010,Glock-18 | Catacombs (Factory New),3,1,Stickers,With stickers,non_empty,[]
35010,Glock-18 | Catacombs (Factory New),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
35010,Glock-18 | Catacombs (Factory New),3,3,Stickers,No stickers,empty,[]
35010,Glock-18 | Catacombs (Factory New),3,4,Stickers,Quad Combo,squad_combos,[]
35010,Glock-18 | Catacombs (Factory New),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
35010,Glock-18 | Catacombs (Factory New),3,6,Stickers,Customize,custom,[]
35010,Glock-18 | Catacombs (Factory New),4,0,Default,Default,default,[]
35010,Glock-18 | Catacombs (Factory New),4,1,Default,Latest,created.desc,[]
35010,Glock-18 | Catacombs (Factory New),4,2,Default,Hot,heat.desc,[]
35010,Glock-18 | Catacombs (Factory New),4,3,Default,Price,price.asc,[]
35010,Glock-18 | Catacombs (Factory New),4,4,Default,Price,price.desc,[]
35010,Glock-18 | Catacombs (Factory New),4,5,Default,Float,paintwear.asc,[]
35010,Glock-18 | Catacombs (Factory New),4,6,Default,Float,paintwear.desc,[]
35010,Glock-18 | Catacombs (Factory New),4,7,Default,Sticker,sticker.desc,[]
35010,Glock-18 | Catacombs (Factory New),4,8,Default,Time cost,seller.asc,[]
835835,Galil AR | Vandal (Factory New),0,0,Float Range,All,,[]
835835,Galil AR | Vandal (Factory New),0,1,Float Range,0.00-0.01,0.00-0.01,[]
835835,Galil AR | Vandal (Factory New),0,2,Float Range,0.01-0.02,0.01-0.02,[]
835835,Galil AR | Vandal (Factory New),0,3,Float Range,0.02-0.03,0.02-0.03,[]
835835,Galil AR | Vandal (Factory New),0,4,Float Range,0.03-0.04,0.03-0.04,[]
835835,Galil AR | Vandal (Factory New),0,5,Float Range,0.04-0.07,0.04-0.07,[]
835835,Galil AR | Vandal (Factory New),0,6,Float Range,Customize,,[]
835835,Galil AR | Vandal (Factory New),2,0,Name Tag,All,,[]
835835,Galil AR | Vandal (Factory New),2,1,Name Tag,Renamed,1,[]
835835,Galil AR | Vandal (Factory New),2,2,Name Tag,None,0,[]
835835,Galil AR | Vandal (Factory New),3,0,Stickers,All,,[]
835835,Galil AR | Vandal (Factory New),3,1,Stickers,With stickers,non_empty,[]
835835,Galil AR | Vandal (Factory New),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
835835,Galil AR | Vandal (Factory New),3,3,Stickers,No stickers,empty,[]
835835,Galil AR | Vandal (Factory New),3,4,Stickers,Quad Combo,squad_combos,[]
835835,Galil AR | Vandal (Factory New),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
835835,Galil AR | Vandal (Factory New),3,6,Stickers,Customize,custom,[]
835835,Galil AR | Vandal (Factory New),4,0,Default,Default,default,[]
835835,Galil AR | Vandal (Factory New),4,1,Default,Latest,created.desc,[]
835835,Galil AR | Vandal (Factory New),4,2,Default,Hot,heat.desc,[]
835835,Galil AR | Vandal (Factory New),4,3,Default,Price,price.asc,[]
835835,Galil AR | Vandal (Factory New),4,4,Default,Price,price.desc,[]
835835,Galil AR | Vandal (Factory New),4,5,Default,Float,paintwear.asc,[]
835835,Galil AR | Vandal (Factory New),4,6,Default,Float,paintwear.desc,[]
835835,Galil AR | Vandal (Factory New),4,7,Default,Sticker,sticker.desc,[]
835835,Galil AR | Vandal (Factory New),4,8,Default,Time cost,seller.asc,[]
835463,Getaway Sally | The Professionals,0,0,Applied Patches,All,,[]
835463,Getaway Sally | The Professionals,0,1,Applied Patches,Patched,non_empty,[]
835463,Getaway Sally | The Professionals,0,2,Applied Patches,No Patch,empty,[]
835463,Getaway Sally | The Professionals,0,3,Applied Patches,Customize,custom,[]
835463,Getaway Sally | The Professionals,1,0,Default,Default,default,[]
835463,Getaway Sally | The Professionals,1,1,Default,Latest,created.desc,[]
835463,Getaway Sally | The Professionals,1,2,Default,Price,price.asc,[]
835463,Getaway Sally | The Professionals,1,3,Default,Price,price.desc,[]
835463,Getaway Sally | The Professionals,1,4,Default,Time cost,seller.asc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),0,0,Float Range,All,,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),0,1,Float Range,0.45-0.50,0.45-0.50,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),0,2,Float Range,0.50-0.63,0.50-0.63,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),0,3,Float Range,0.63-0.76,0.63-0.76,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),0,4,Float Range,0.76-0.90,0.76-0.90,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),0,5,Float Range,0.90-1.00,0.90-1.00,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),0,6,Float Range,Customize,,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),2,0,Name Tag,All,,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),2,1,Name Tag,Renamed,1,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),2,2,Name Tag,None,0,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),3,0,Stickers,All,,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),3,1,Stickers,With stickers,non_empty,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),3,3,Stickers,No stickers,empty,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),3,4,Stickers,Quad Combo,squad_combos,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),3,6,Stickers,Customize,custom,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,0,Default,Default,default,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,1,Default,Latest,created.desc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,2,Default,Hot,heat.desc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,3,Default,Price,price.asc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,4,Default,Price,price.desc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,5,Default,Float,paintwear.asc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,6,Default,Float,paintwear.desc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,7,Default,Sticker,sticker.desc,[]
857524,Glock-18 | Clear Polymer (Battle-Scarred),4,8,Default,Time cost,seller.asc,[]
34981,Galil AR | VariCamo (Well-Worn),0,0,Float Range,All,,[]
34981,Galil AR | VariCamo (Well-Worn),0,1,Float Range,0.38-0.39,0.38-0.39,[]
34981,Galil AR | VariCamo (Well-Worn),0,2,Float Range,0.39-0.40,0.39-0.40,[]
34981,Galil AR | VariCamo (Well-Worn),0,3,Float Range,0.40-0.41,0.40-0.41,[]
34981,Galil AR | VariCamo (Well-Worn),0,4,Float Range,0.41-0.42,0.41-0.42,[]
34981,Galil AR | VariCamo (Well-Worn),0,5,Float Range,0.42-0.45,0.42-0.45,[]
34981,Galil AR | VariCamo (Well-Worn),0,6,Float Range,Customize,,[]
34981,Galil AR | VariCamo (Well-Worn),2,0,Name Tag,All,,[]
34981,Galil AR | VariCamo (Well-Worn),2,1,Name Tag,Renamed,1,[]
34981,Galil AR | VariCamo (Well-Worn),2,2,Name Tag,None,0,[]
34981,Galil AR | VariCamo (Well-Worn),3,0,Stickers,All,,[]
34981,Galil AR | VariCamo (Well-Worn),3,1,Stickers,With stickers,non_empty,[]
34981,Galil AR | VariCamo (Well-Worn),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
34981,Galil AR | VariCamo (Well-Worn),3,3,Stickers,No stickers,empty,[]
34981,Galil AR | VariCamo (Well-Worn),3,4,Stickers,Quad Combo,squad_combos,[]
34981,Galil AR | VariCamo (Well-Worn),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
34981,Galil AR | VariCamo (Well-Worn),3,6,Stickers,Customize,custom,[]
34981,Galil AR | VariCamo (Well-Worn),4,0,Default,Default,default,[]
34981,Galil AR | VariCamo (Well-Worn),4,1,Default,Latest,created.desc,[]
34981,Galil AR | VariCamo (Well-Worn),4,2,Default,Hot,heat.desc,[]
34981,Galil AR | VariCamo (Well-Worn),4,3,Default,Price,price.asc,[]
34981,Galil AR | VariCamo (Well-Worn),4,4,Default,Price,price.desc,[]
34981,Galil AR | VariCamo (Well-Worn),4,5,Default,Float,paintwear.asc,[]
34981,Galil AR | VariCamo (Well-Worn),4,6,Default,Float,paintwear.desc,[]
34981,Galil AR | VariCamo (Well-Worn),4,7,Default,Sticker,sticker.desc,[]
34981,Galil AR | VariCamo (Well-Worn),4,8,Default,Time cost,seller.asc,[]
35000,Glock-18 | Brass (Minimal Wear),0,0,Float Range,All,,[]
35000,Glock-18 | Brass (Minimal Wear),0,1,Float Range,0.07-0.08,0.07-0.08,[]
35000,Glock-18 | Brass (Minimal Wear),0,2,Float Range,0.08-0.09,0.08-0.09,[]
35000,Glock-18 | Brass (Minimal Wear),0,3,Float Range,0.09-0.10,0.09-0.10,[]
35000,Glock-18 | Brass (Minimal Wear),0,4,Float Range,0.10-0.11,0.10-0.11,[]
35000,Glock-18 | Brass (Minimal Wear),0,5,Float Range,0.11-0.15,0.11-0.15,[]
35000,Glock-18 | Brass (Minimal Wear),0,6,Float Range,Customize,,[]
35000,Glock-18 | Brass (Minimal Wear),2,0,Name Tag,All,,[]
35000,Glock-18 | Brass (Minimal Wear),2,1,Name Tag,Renamed,1,[]
35000,Glock-18 | Brass (Minimal Wear),2,2,Name Tag,None,0,[]
35000,Glock-18 | Brass (Minimal Wear),3,0,Stickers,All,,[]
35000,Glock-18 | Brass (Minimal Wear),3,1,Stickers,With stickers,non_empty,[]
35000,Glock-18 | Brass (Minimal Wear),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
35000,Glock-18 | Brass (Minimal Wear),3,3,Stickers,No stickers,empty,[]
35000,Glock-18 | Brass (Minimal Wear),3,4,Stickers,Quad Combo,squad_combos,[]
35000,Glock-18 | Brass (Minimal Wear),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
35000,Glock-18 | Brass (Minimal Wear),3,6,Stickers,Customize,custom,[]
35000,Glock-18 | Brass (Minimal Wear),4,0,Default,Default,default,[]
35000,Glock-18 | Brass (Minimal Wear),4,1,Default,Latest,created.desc,[]
35000,Glock-18 | Brass (Minimal Wear),4,2,Default,Hot,heat.desc,[]
35000,Glock-18 | Brass (Minimal Wear),4,3,Default,Price,price.asc,[]
35000,Glock-18 | Brass (Minimal Wear),4,4,Default,Price,price.desc,[]
35000,Glock-18 | Brass (Minimal Wear),4,5,Default,Float,paintwear.asc,[]
35000,Glock-18 | Brass (Minimal Wear),4,6,Default,Float,paintwear.desc,[]
35000,Glock-18 | Brass (Minimal Wear),4,7,Default,Sticker,sticker.desc,[]
35000,Glock-18 | Brass (Minimal Wear),4,8,Default,Time cost,seller.asc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),0,0,Float Range,All,,[]
779289,Glock-18 | Bullet Queen (Field-Tested),0,1,Float Range,0.15-0.18,0.15-0.18,[]
779289,Glock-18 | Bullet Queen (Field-Tested),0,2,Float Range,0.18-0.21,0.18-0.21,[]
779289,Glock-18 | Bullet Queen (Field-Tested),0,3,Float Range,0.21-0.24,0.21-0.24,[]
779289,Glock-18 | Bullet Queen (Field-Tested),0,4,Float Range,0.24-0.27,0.24-0.27,[]
779289,Glock-18 | Bullet Queen (Field-Tested),0,5,Float Range,0.27-0.38,0.27-0.38,[]
779289,Glock-18 | Bullet Queen (Field-Tested),0,6,Float Range,Customize,,[]
779289,Glock-18 | Bullet Queen (Field-Tested),2,0,Name Tag,All,,[]
779289,Glock-18 | Bullet Queen (Field-Tested),2,1,Name Tag,Renamed,1,[]
779289,Glock-18 | Bullet Queen (Field-Tested),2,2,Name Tag,None,0,[]
779289,Glock-18 | Bullet Queen (Field-Tested),3,0,Stickers,All,,[]
779289,Glock-18 | Bullet Queen (Field-Tested),3,1,Stickers,With stickers,non_empty,[]
779289,Glock-18 | Bullet Queen (Field-Tested),3,2,Stickers,With stickers (100%),non_empty_wearless,[]
779289,Glock-18 | Bullet Queen (Field-Tested),3,3,Stickers,No stickers,empty,[]
779289,Glock-18 | Bullet Queen (Field-Tested),3,4,Stickers,Quad Combo,squad_combos,[]
779289,Glock-18 | Bullet Queen (Field-Tested),3,5,Stickers,Quad Combo (100%),squad_combos_wearless,[]
779289,Glock-18 | Bullet Queen (Field-Tested),3,6,Stickers,Customize,custom,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,0,Default,Default,default,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,1,Default,Latest,created.desc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,2,Default,Hot,heat.desc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,3,Default,Price,price.asc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,4,Default,Price,price.desc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,5,Default,Float,paintwear.asc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,6,Default,Float,paintwear.desc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,7,Default,Sticker,sticker.desc,[]
779289,Glock-18 | Bullet Queen (Field-Tested),4,8,Default,Time cost,seller.asc,[]
